Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Expected_Amount,Payment_Method,Order_Status,Is_Promotion,Load_Delay_Hours,Is_Late,Quantity_Was_Invalid,Accuracy_Flag,Order_Status_Is_Invalid,Outlier_Flag_Before_Capping,Order_Date_Was_Imputed
T000413,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-04-11,2026-04-11 13:00:00,Food,1,439.01,0.1,395.11,395.11,Bank Transfer,Returned,N,13.0,False,False,False,False,False,False
T000111,C0105,Korn Sukjai,korn.sukjai105@example.com,F,Rayong,2026-01-28,2026-01-28 04:00:00,Beauty,3,163.24,0.0,489.72,489.72,Bank Transfer,Completed,N,4.0,False,False,False,False,False,False
T000513,C0023,Beam Boonmee,beam.boonmee23@example.com,M,Khon Kaen,2026-03-09,2026-03-09 05:00:00,Electronics,5,288.21,0.05,1369.0,1369.0,PromptPay,Completed,Y,5.0,False,False,False,False,False,False
T000104,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-01-07,2026-01-07 12:00:00,Electronics,3,340.28,0.05,969.8,969.8,Cash on Delivery,Processing,N,12.0,False,False,False,False,False,False
T000393,C0040,Pim Srisawat,pim.srisawat40@example.com,M,Rayong,2026-02-13,2026-02-13 09:00:00,Fashion,6,90.22,0.0,-1.0,541.32,Bank Transfer,Completed,N,9.0,False,False,True,False,False,False
T000196,C0089,May Sukjai,may.sukjai89@example.com,F,Unknown,2026-04-18,2026-04-18 06:00:00,Home,2,166.53,0.1,299.75,299.75,Bank Transfer,Returned,N,6.0,False,False,False,False,False,False
T000375,C0108,Anan Khamdee,anan.khamdee108@example.com,M,Nakhon Ratchasima,2026-01-09,2026-01-09 09:00:00,Fashion,6,480.57,0.0,2092.5,2883.42,Cash on Delivery,Completed,N,9.0,False,False,False,False,True,False
T000306,C0136,Nont Kittikul,nont.kittikul136@example.com,F,Khon Kaen,2026-04-22,2026-04-22 04:00:00,Beauty,4,74.59,0.2,238.69,238.69,Credit Card,Processing,N,0.0,False,False,False,False,False,True
T000442,C0136,Nont Kittikul,unknown_C0136@unknown.local,F,Khon Kaen,2026-01-30,2026-01-30 13:00:00,Fashion,5,329.1,0.15,1398.67,1398.68,Cash on Delivery,Completed,N,13.0,False,False,False,False,False,False
T000337,C0096,Korn Dechawat,korn.dechawat96@example.com,M,Chonburi,2026-05-13,2026-05-13 19:00:00,Electronics,3,373.15,0.0,1119.45,1119.45,Credit Card,Cancelled,N,19.0,False,False,False,False,False,False
T000012,C0032,Bank Dechawat,bank.dechawat32@example.com,F,Nakhon Ratchasima,2026-04-02,2026-04-02 12:00:00,Fashion,4,303.9,0.15,1033.26,1033.26,Credit Card,Returned,N,12.0,False,False,False,False,False,False
T000444,C0014,Beam Thongdee,beam.thongdee14@example.com,M,Chonburi,2026-03-02,2026-03-02 14:00:00,Food,2,466.56,0.0,933.12,933.12,Cash on Delivery,Returned,N,14.0,False,False,False,False,False,False
T000537,C0072,Tee Lertprasert,tee.lertprasert72@example.com,F,Chanthaburi,2026-04-15,2026-04-15 12:00:00,Fashion,4,351.31,0.2,1124.19,1124.19,Credit Card,Completed,N,12.0,False,False,False,False,False,False
T000525,C0080,May Kittikul,unknown_C0080@unknown.local,F,Khon Kaen,2026-04-16,2026-04-16 16:00:00,Fashion,3,670.66,0.0,2011.98,2011.98,Cash on Delivery,Cancelled,N,16.0,False,False,False,False,False,False
T000461,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-02-18,2026-02-18 10:00:00,Home,5,538.57,0.0,2092.5,2692.85,Credit Card,Completed,N,10.0,False,False,False,False,True,False
T000483,C0167,Anan Sukjai,anan.sukjai167@example.com,M,Nakhon Ratchasima,2026-02-18,2026-02-18 02:00:00,Home,2,132.25,0.05,251.27,251.27,Cash on Delivery,Cancelled,N,2.0,False,False,False,False,False,False
T000484,C0016,Korn Lertprasert,unknown_C0016@unknown.local,M,Khon Kaen,2026-03-29,2026-03-29 10:00:00,Electronics,1,152.78,0.05,145.14,145.14,Bank Transfer,Completed,N,10.0,False,False,False,False,False,False
T000321,C0169,Boss Kittikul,boss.kittikul169@example.com,M,Nakhon Ratchasima,2026-01-20,2026-01-20 14:00:00,Fashion,6,199.84,0.1,1079.14,1079.14,Credit Card,Processing,N,14.0,False,False,False,False,False,False
T000585,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-02-26,2026-02-26 17:00:00,Home,6,173.04,0.1,934.42,934.42,PromptPay,Returned,N,17.0,False,False,False,False,False,False
T900004,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-06-15,2026-06-15 19:00:00,Fashion,4,307.1,0.1,680.15,1105.56,Credit Card,Returned,N,0.0,False,False,True,False,False,True
T000308,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-03-06,2026-03-06 09:00:00,Electronics,6,147.42,0.0,884.52,884.52,Cash on Delivery,Completed,N,9.0,False,False,False,False,False,False
T000331,C0026,Mook Wongsa,mook.wongsa26@example.com,M,Chiang Mai,2026-02-20,2026-02-20 19:00:00,Sports,4,132.13,0.05,502.09,502.09,Credit Card,Cancelled,N,0.0,False,False,False,False,False,True
T000334,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-02-27,2026-02-27 02:00:00,Electronics,1,479.61,0.15,407.67,407.67,PromptPay,Returned,N,2.0,False,False,False,False,False,False
T000276,C0006,Pim Khamdee,unknown_C0006@unknown.local,M,Nakhon Ratchasima,2026-05-19,2026-05-19 11:00:00,Fashion,6,118.86,0.1,641.84,641.84,Cash on Delivery,Completed,N,11.0,False,False,False,False,False,False
T000380,C0020,New Chaiyo,new.chaiyo20@example.com,M,Unknown,2026-04-12,2026-04-12 13:00:00,Fashion,1,147.16,0.05,139.8,139.8,Credit Card,Completed,N,13.0,False,False,False,False,False,False
T000593,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-06-11,2026-06-11 13:00:00,Electronics,6,164.61,0.05,938.28,938.28,Bank Transfer,Completed,N,13.0,False,False,False,False,False,False
T000228,C0111,New Rattanakul,new.rattanakul111@example.com,M,Bangkok,2026-03-25,2026-03-25 02:00:00,Electronics,4,72.06,0.1,259.42,259.42,Bank Transfer,Processing,N,0.0,False,False,False,False,False,True
T000405,C0126,Ploy Maneerat,ploy.maneerat126@example.com,F,Phuket,2026-04-25,2026-04-25 11:00:00,Sports,2,136.56,0.15,232.15,232.15,PromptPay,Returned,N,11.0,False,False,False,False,False,False
T000403,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-03-11,2026-03-11 02:00:00,Home,5,776.68,0.1,2092.5,3495.06,Bank Transfer,Cancelled,N,0.0,False,False,False,False,True,True
T000482,C0067,May Pattanakul,unknown_C0067@unknown.local,M,Chonburi,2026-01-03,2026-01-03 01:00:00,Home,1,237.37,0.1,213.63,213.63,Credit Card,Cancelled,N,1.0,False,False,False,False,False,False
T000270,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-01-23,2026-01-23 04:00:00,Home,4,82.86,0.05,314.87,314.87,Cash on Delivery,Processing,N,4.0,False,False,False,False,False,False
T000396,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-01-19,2026-01-19 14:00:00,Beauty,1,195.61,0.1,176.05,176.05,Credit Card,Completed,N,14.0,False,False,False,False,False,False
T000175,C0064,Ploy Thongdee,ploy.thongdee64@example.com,F,Phuket,2026-02-16,2026-02-16 03:00:00,Beauty,4,472.97,0.1,1702.69,1702.69,PromptPay,Processing,N,0.0,False,False,False,False,False,True
T000347,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-05-16,2026-05-16 07:00:00,Food,3,282.51,0.1,762.78,762.78,Credit Card,Returned,N,7.0,False,False,False,False,False,False
T000318,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-06-18,2026-06-18 11:00:00,Sports,5,119.93,0.1,539.69,539.69,PromptPay,Processing,N,11.0,False,False,False,False,False,False
T000383,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-01-19,2026-01-19 01:00:00,Home,2,141.51,0.15,240.57,240.57,Credit Card,Cancelled,N,1.0,False,False,False,False,False,False
T000394,C0098,Film Lertprasert,film.lertprasert98@example.com,F,Khon Kaen,2026-05-06,2026-05-06 06:00:00,Food,1,206.5,0.0,206.5,206.5,Bank Transfer,Processing,Y,6.0,False,False,False,False,False,False
T000397,C0106,Korn Srisawat,korn.srisawat106@example.com,M,Rayong,2026-03-24,2026-03-24 04:00:00,Food,4,106.73,0.0,426.92,426.92,Bank Transfer,Completed,N,4.0,False,False,False,False,False,False
T000240,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-02-09,2026-02-09 09:00:00,Beauty,5,201.04,0.15,854.42,854.42,Cash on Delivery,Processing,N,9.0,False,False,False,False,False,False
T000091,C0084,Film Thongdee,film.thongdee84@example.com,F,Bangkok,2026-01-16,2026-01-16 09:00:00,Home,2,180.02,0.0,360.04,360.04,Bank Transfer,Cancelled,N,0.0,False,False,False,False,False,True
T000185,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-04-23,2026-04-23 17:00:00,Food,1,188.03,0.15,159.83,159.83,PromptPay,Processing,N,17.0,False,False,False,False,False,False
T000458,C0092,Tee Wongsa,tee.wongsa92@example.com,F,Chanthaburi,2026-06-25,2026-06-25 15:00:00,Home,2,243.54,0.0,487.08,487.08,PromptPay,Cancelled,Y,15.0,False,False,False,False,False,False
T000359,C0058,Anan Wongsa,unknown_C0058@unknown.local,F,Khon Kaen,2026-03-26,2026-03-26 18:00:00,Beauty,5,298.54,0.0,1492.7,1492.7,Bank Transfer,Completed,N,18.0,False,False,False,False,False,False
T000524,C0061,Tee Maneerat,unknown_C0061@unknown.local,M,Chiang Mai,2026-03-24,2026-03-24 12:00:00,Beauty,3,162.12,0.1,437.72,437.72,Credit Card,Returned,N,12.0,False,False,False,False,False,False
T000342,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-06-07,2026-06-07 14:00:00,Beauty,1,55.08,0.05,52.33,52.33,Cash on Delivery,Processing,N,14.0,False,False,False,False,False,False
T000022,C0111,New Rattanakul,new.rattanakul111@example.com,M,Bangkok,2026-02-04,2026-02-04 13:00:00,Food,6,91.54,0.0,440.2,549.24,PromptPay,Cancelled,N,0.0,False,False,True,False,False,True
T000236,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-15,2026-01-15 16:00:00,Electronics,2,243.3,0.1,437.94,437.94,PromptPay,Returned,N,0.0,False,False,False,False,False,True
T000150,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Unknown,2026-02-22,2026-02-22 18:00:00,Sports,4,155.35,0.2,497.12,497.12,Credit Card,Unknown,N,18.0,False,False,False,True,False,False
T000416,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-03-29,2026-03-29 13:00:00,Beauty,2,112.29,0.0,224.58,224.58,PromptPay,Completed,N,13.0,False,False,False,False,False,False
T000166,C0134,Pim Wongsa,pim.wongsa134@example.com,M,Chanthaburi,2026-02-23,2026-02-23 07:00:00,Home,1,269.63,0.05,256.15,256.15,Credit Card,Returned,N,7.0,False,False,False,False,False,False
T000275,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-03-21,2026-03-21 17:00:00,Beauty,5,167.2,0.0,836.0,836.0,Cash on Delivery,Returned,N,17.0,False,False,False,False,False,False
T000600,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-05-02,2026-05-02 02:00:00,Beauty,2,344.51,0.05,654.57,654.57,PromptPay,Returned,N,2.0,False,False,False,False,False,False
T000326,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-04-15,2026-04-15 06:00:00,Home,4,530.24,0.1,1908.86,1908.86,Credit Card,Completed,N,6.0,False,False,False,False,False,False
T000350,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-01-11,2026-01-11 19:00:00,Beauty,2,303.06,0.0,606.12,606.12,Cash on Delivery,Returned,N,19.0,False,False,False,False,False,False
T000594,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-03-10,2026-03-10 02:00:00,Beauty,4,351.63,0.1,1265.87,1265.87,PromptPay,Processing,N,0.0,False,False,False,False,False,True
T000057,C0177,Ice Lertprasert,unknown_C0177@unknown.local,M,Chiang Mai,2026-01-24,2026-01-25 20:00:00,Food,2,99.51,0.0,197.76,199.02,Credit Card,Processing,N,44.0,True,False,True,False,False,False
T000176,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-01-17,2026-01-20 13:00:00,Fashion,6,408.72,0.05,2092.5,2329.7,PromptPay,Processing,N,85.0,True,False,False,False,True,False
T000278,C0043,Beam Rattanakul,unknown_C0043@unknown.local,M,Bangkok,2026-04-02,2026-04-02 10:00:00,Sports,6,161.62,0.05,921.23,921.23,Bank Transfer,Completed,N,10.0,False,False,False,False,False,False
T000157,C0046,Nont Boonmee,nont.boonmee46@example.com,F,Chiang Mai,2026-06-22,2026-06-22 19:00:00,Food,5,191.71,0.0,958.55,958.55,PromptPay,Returned,N,19.0,False,False,False,False,False,False
T000445,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-04-18,2026-04-18 11:00:00,Food,2,156.01,0.2,249.62,249.62,Credit Card,Processing,N,11.0,False,False,False,False,False,False
T000540,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-03-10,2026-03-10 07:00:00,Food,5,179.32,0.05,851.77,851.77,Bank Transfer,Completed,N,7.0,False,False,False,False,False,False
T000282,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-05-06,2026-05-06 19:00:00,Sports,6,183.9,0.05,11530.53,1048.23,PromptPay,Cancelled,Y,19.0,False,False,True,False,False,False
T000298,C0101,Boss Phromla,boss.phromla101@example.com,M,Bangkok,2026-03-11,2026-03-11 13:00:00,Beauty,2,187.88,0.1,3043.62,338.18,Bank Transfer,Returned,Y,13.0,False,False,True,False,False,False
T000148,C0080,May Kittikul,may.kittikul80@example.com,F,Khon Kaen,2026-05-23,2026-05-23 02:00:00,Fashion,6,350.59,0.0,2092.5,2103.54,Bank Transfer,Processing,N,2.0,False,False,False,False,True,False
T000426,C0072,Tee Lertprasert,tee.lertprasert72@example.com,F,Chanthaburi,2026-03-31,2026-03-31 15:00:00,Sports,2,247.84,0.2,396.54,396.54,Bank Transfer,Returned,N,15.0,False,False,False,False,False,False
T000550,C0175,Boss Khamdee,boss.khamdee175@example.com,F,Nakhon Ratchasima,2026-01-01,2026-01-01 14:00:00,Electronics,5,128.66,0.0,643.3,643.3,Cash on Delivery,Completed,N,14.0,False,False,False,False,False,False
T000374,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-03-25,2026-03-25 06:00:00,Sports,3,198.33,0.05,565.24,565.24,Bank Transfer,Completed,N,6.0,False,False,False,False,False,False
T000333,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-03-20,2026-03-20 13:00:00,Food,4,88.38,0.2,282.82,282.82,PromptPay,Cancelled,N,13.0,False,False,False,False,False,False
T000073,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-03-09,2026-03-09 12:00:00,Sports,6,101.8,0.0,610.8,610.8,Bank Transfer,Returned,N,12.0,False,False,False,False,False,False
T000460,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-06-07,2026-06-07 05:00:00,Sports,5,302.17,0.05,1435.31,1435.31,Cash on Delivery,Completed,N,5.0,False,False,False,False,False,False
T000032,C0017,Mook Rattanakul,mook.rattanakul17@example.com,F,Khon Kaen,2026-05-23,2026-05-23 17:00:00,Food,2,50.64,0.2,81.02,81.02,PromptPay,Completed,N,17.0,False,False,False,False,False,False
T000234,C0002,Mint Thongdee,mint.thongdee2@example.com,F,Rayong,2026-06-19,2026-06-19 09:00:00,Home,5,100.99,0.05,479.7,479.7,Bank Transfer,Cancelled,N,9.0,False,False,False,False,False,False
T000579,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-03-25,2026-03-25 02:00:00,Sports,4,372.19,0.2,1191.01,1191.01,Bank Transfer,Processing,Y,0.0,False,False,False,False,False,True
T000404,C0125,May Lertprasert,may.lertprasert125@example.com,F,Rayong,2026-06-07,2026-06-07 18:00:00,Fashion,2,324.16,0.2,518.66,518.66,PromptPay,Processing,N,18.0,False,False,False,False,False,False
T000301,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-01-19,2026-01-19 03:00:00,Food,6,152.16,0.0,912.96,912.96,Credit Card,Cancelled,N,3.0,False,False,False,False,False,False
T000235,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-01-13,2026-01-13 16:00:00,Electronics,6,44.37,0.05,252.91,252.91,Credit Card,Completed,N,16.0,False,False,False,False,False,False
T000494,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-04-22,2026-04-22 09:00:00,Food,3,394.57,0.0,1183.71,1183.71,Cash on Delivery,Returned,N,9.0,False,False,False,False,False,False
T000443,C0162,Aom Dechawat,aom.dechawat162@example.com,M,Rayong,2026-04-28,2026-04-28 13:00:00,Home,6,120.21,0.0,721.26,721.26,PromptPay,Completed,N,13.0,False,False,False,False,False,False
T000083,C0056,Mint Maneerat,mint.maneerat56@example.com,M,Rayong,2026-03-09,2026-03-09 17:00:00,Food,5,244.91,0.0,1224.55,1224.55,Cash on Delivery,Processing,N,0.0,False,False,False,False,False,True
T000428,C0112,Pim Rattanakul,pim.rattanakul112@example.com,M,Phuket,2026-02-03,2026-02-03 03:00:00,Fashion,1,161.2,0.05,306.28,153.14,PromptPay,Processing,N,3.0,False,True,True,False,False,False
T000454,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-06-11,2026-06-11 01:00:00,Sports,2,233.48,0.05,443.61,443.61,PromptPay,Processing,N,1.0,False,False,False,False,False,False
T000125,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-06-14,2026-06-14 16:00:00,Home,1,71.84,0.0,71.84,71.84,Credit Card,Processing,N,16.0,False,False,False,False,False,False
T000245,C0083,Beam Srisawat,beam.srisawat83@example.com,M,Chiang Mai,2026-02-26,2026-02-26 14:00:00,Food,3,266.88,0.0,800.64,800.64,PromptPay,Processing,N,14.0,False,False,False,False,False,False
T000296,C0030,May Thongdee,may.thongdee30@example.com,M,Nakhon Ratchasima,2026-03-25,2026-03-25 17:00:00,Electronics,4,169.87,0.1,611.53,611.53,PromptPay,Completed,N,0.0,False,False,False,False,False,True
T000195,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-05,2026-05-05 01:00:00,Food,4,319.22,0.0,1276.88,1276.88,Credit Card,Completed,N,1.0,False,False,False,False,False,False
T000076,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-03-21,2026-03-21 02:00:00,Electronics,2,146.57,0.0,293.14,293.14,Credit Card,Cancelled,N,2.0,False,False,False,False,False,False
T000063,C0022,Film Kittikul,film.kittikul22@example.com,F,Nakhon Ratchasima,2026-01-11,2026-01-11 02:00:00,Sports,1,195.89,0.15,166.51,166.51,Credit Card,Cancelled,N,2.0,False,False,False,False,False,False
T000181,C0121,Ice Kittikul,ice.kittikul121@example.com,M,Bangkok,2026-03-30,2026-03-30 14:00:00,Electronics,6,276.17,0.2,1325.62,1325.62,Bank Transfer,Returned,N,14.0,False,False,False,False,False,False
T000560,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-01-04,2026-01-04 14:00:00,Electronics,5,106.54,0.2,426.16,426.16,Credit Card,Unknown,N,0.0,False,False,False,True,False,True
T000222,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-03-19,2026-03-19 13:00:00,Beauty,1,110.93,0.1,93.39,99.84,Credit Card,Processing,N,13.0,False,False,True,False,False,False
T000226,C0164,Gun Srisawat,gun.srisawat164@example.com,F,Chonburi,2026-02-15,2026-02-15 10:00:00,Home,3,128.01,0.05,364.83,364.83,Bank Transfer,Returned,N,10.0,False,False,False,False,False,False
T000564,C0057,Ploy Thongdee,ploy.thongdee57@example.com,F,Nakhon Ratchasima,2026-04-06,2026-04-06 03:00:00,Beauty,6,555.53,0.1,2092.5,2999.86,Cash on Delivery,Processing,N,3.0,False,False,False,False,True,False
T000338,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,2026-03-06,2026-03-06 09:00:00,Food,2,662.26,0.0,1324.52,1324.52,Credit Card,Processing,N,0.0,False,False,False,False,False,True
T000048,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-05-05,2026-05-05 09:00:00,Electronics,2,164.0,0.0,328.0,328.0,Cash on Delivery,Completed,N,0.0,False,False,False,False,False,True
T000067,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-03-07,2026-03-07 02:00:00,Home,3,77.71,0.2,186.5,186.5,PromptPay,Cancelled,N,2.0,False,False,False,False,False,False
T000092,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-04-09,2026-04-09 01:00:00,Sports,4,219.68,0.05,834.78,834.78,Cash on Delivery,Cancelled,Y,1.0,False,False,False,False,False,False
T000230,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-02-23,2026-02-23 12:00:00,Electronics,2,348.44,0.05,662.04,662.04,Credit Card,Processing,N,12.0,False,False,False,False,False,False
T000036,C0067,May Pattanakul,may.pattanakul67@example.com,M,Chonburi,2026-06-15,2026-06-18 09:00:00,Home,3,158.13,0.05,450.67,450.67,PromptPay,Cancelled,N,81.0,True,False,False,False,False,False
T000134,C0131,Narin Rattanakul,narin.rattanakul131@example.com,F,Khon Kaen,2026-01-18,2026-01-18 12:00:00,Fashion,4,344.47,0.0,1377.88,1377.88,Credit Card,Cancelled,N,12.0,False,False,False,False,False,False
T000439,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-05-21,2026-05-21 17:00:00,Sports,3,94.33,0.0,2092.5,282.99,Credit Card,Returned,N,0.0,False,False,True,False,True,True
T000010,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-05-09,2026-05-13 20:00:00,Home,2,259.33,0.0,518.66,518.66,Credit Card,Cancelled,N,116.0,True,False,False,False,False,False
T000023,C0125,May Lertprasert,may.lertprasert125@example.com,F,Unknown,2026-05-25,2026-05-25 19:00:00,Beauty,5,97.06,0.05,324.63,461.04,PromptPay,Returned,N,0.0,False,False,True,False,False,True
T000430,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-24,2026-01-24 05:00:00,Electronics,6,208.35,0.0,1250.1,1250.1,Cash on Delivery,Processing,N,5.0,False,False,False,False,False,False
T000467,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-03-05,2026-03-05 09:00:00,Fashion,6,219.12,0.0,1314.72,1314.72,Cash on Delivery,Completed,N,9.0,False,False,False,False,False,False
T000485,C0058,Anan Wongsa,unknown_C0058@unknown.local,F,Khon Kaen,2026-01-01,2026-01-01 16:00:00,Beauty,4,221.28,0.1,796.61,796.61,Credit Card,Processing,N,16.0,False,False,False,False,False,False
T000584,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-02-06,2026-02-06 10:00:00,Food,2,286.09,0.2,7323.84,457.74,Bank Transfer,Completed,Y,0.0,False,False,True,False,False,True
T000556,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-02-01,2026-02-04 20:00:00,Beauty,5,226.64,0.1,1019.88,1019.88,PromptPay,Processing,N,92.0,True,False,False,False,False,False
T000255,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-05-03,2026-05-03 19:00:00,Home,6,213.05,0.0,2092.5,1278.3,Cash on Delivery,Completed,N,19.0,False,False,True,False,True,False
T000287,C0007,Jane Saelim,unknown_C0007@unknown.local,M,Chiang Mai,2026-01-09,2026-01-09 14:00:00,Food,3,187.66,0.15,478.53,478.53,Credit Card,Returned,N,14.0,False,False,False,False,False,False
T000265,C0049,Gun Dechawat,gun.dechawat49@example.com,F,Nakhon Ratchasima,2026-01-21,2026-01-21 02:00:00,Electronics,1,108.13,0.2,86.5,86.5,Cash on Delivery,Completed,N,2.0,False,False,False,False,False,False
T000015,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-01-06,2026-01-06 01:00:00,Fashion,6,233.41,0.2,1120.37,1120.37,Credit Card,Completed,N,1.0,False,False,False,False,False,False
T000553,C0031,Ploy Rattanakul,ploy.rattanakul31@example.com,F,Chiang Mai,2026-02-25,2026-02-25 08:00:00,Electronics,4,108.06,0.05,410.63,410.63,Bank Transfer,Processing,N,8.0,False,False,False,False,False,False
T900010,C0047,Ploy  Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-05,2026-05-05 01:00:00,Food,4,319.22,0.0,1276.88,1276.88,Credit Card,Completed,N,1.0,False,False,False,False,False,False
T000507,C0040,Pim Srisawat,pim.srisawat40@example.com,M,Rayong,2026-02-25,2026-02-25 03:00:00,Home,4,244.96,0.2,783.87,783.87,PromptPay,Cancelled,N,3.0,False,False,False,False,False,False
T000170,C0092,Tee Wongsa,tee.wongsa92@example.com,F,Chanthaburi,2026-03-16,2026-03-16 19:00:00,Home,4,92.14,0.1,331.7,331.7,PromptPay,Processing,N,19.0,False,False,False,False,False,False
T000297,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-05-08,2026-05-08 15:00:00,Fashion,2,392.26,0.0,784.52,784.52,Bank Transfer,Returned,N,15.0,False,False,False,False,False,False
T000322,C0049,Gun Dechawat,gun.dechawat49@example.com,F,Nakhon Ratchasima,2026-02-26,2026-02-26 09:00:00,Fashion,4,303.39,0.15,926.95,1031.53,Credit Card,Returned,N,9.0,False,False,True,False,False,False
T000489,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-04-13,2026-04-16 10:00:00,Food,1,312.97,0.2,250.38,250.38,Bank Transfer,Completed,N,82.0,True,False,False,False,False,False
T000016,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-02-22,2026-02-22 01:00:00,Beauty,2,132.42,0.05,251.6,251.6,Cash on Delivery,Completed,N,1.0,False,False,False,False,False,False
T000547,C0164,Gun Srisawat,gun.srisawat164@example.com,F,Chonburi,2026-03-19,2026-03-19 10:00:00,Electronics,5,199.37,0.0,996.85,996.85,Credit Card,Cancelled,N,10.0,False,False,False,False,False,False
T000192,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-03-07,2026-03-07 10:00:00,Food,5,98.44,0.0,492.2,492.2,Cash on Delivery,Completed,N,10.0,False,False,False,False,False,False
T000465,C0158,Nont Kittikul,nont.kittikul158@example.com,M,Nakhon Ratchasima,2026-04-03,2026-04-03 05:00:00,Sports,6,207.01,0.15,1055.75,1055.75,PromptPay,Cancelled,N,5.0,False,False,False,False,False,False
T000511,C0083,Beam Srisawat,beam.srisawat83@example.com,M,Chiang Mai,2026-03-24,2026-03-24 16:00:00,Beauty,4,259.71,0.0,1038.84,1038.84,Cash on Delivery,Completed,N,16.0,False,False,False,False,False,False
