order_id,order_date,customer_id,product_id,quantity,unit_price,discount,channel,ordered_at,qty,discount_pct,product_name,category,standard_price,active_flag,full_name,email,province,signup_date,payment_id,payment,paid_at,net_sales
ORD000185,2026-01-08 11:35:00,C0140,P028,4.0,269.1,0.1,Mobile App,,,,Smartphone Model 28,Smartphone,299.0,Y,ลูกค้า 140,customer140@example.com,ภูเก็ต,2025-05-08,PAY000185,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-08 11:57:00,968.7600000000001
ORD000186,2026-01-11 06:19:00,C0077,P003,1.0,27195.0,0.0,Marketplace,,,,Smartphone Model 03,Smartphone,25900.0,Y,ลูกค้า 077,customer077@example.com,Chiang Mai,2024-10-22,PAY000186,"{'method': 'Bank Transfer', 'status': 'FAILED'}",2026-01-11 06:27:00,27195.0
ORD000187,2026-01-22 17:38:00,C0092,P039,2.0,990.0,0.0,Marketplace,,,,Notebook Model 39,Notebook,990.0,N,ลูกค้า 092,customer092@example.com,กทม.,2024-09-26,PAY000187,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-22 19:22:00,1980.0
ORD000188,2026-01-22 03:20:00,C0047,P031,4.0,1490.0,0.05,Marketplace,,,,Smart Home Model 31,Smart Home,1490.0,Y,ลูกค้า 047,customer047@example.com,Rayong,2025-10-16,PAY000188,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-22 06:04:00,5662.0
ORD000189,2026-01-09 07:30:00,C0165,P008,2.0,523.95,0.1,Marketplace,,,,Accessory Model 08,Accessory,499.0,Y,,,,,PAY000189,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-09 07:43:00,943.1100000000001
ORD000190,2026-01-28 04:14:00,C0129,P025,4.0,27195.0,0.0,Marketplace,,,,Accessory Model 25,Accessory,25900.0,Y,ลูกค้า 129,customer129@example.com,กทม.,2025-06-03,PAY000190,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-28 04:22:00,108780.0
ORD000191,2026-01-17 08:52:00,C0011,P023,1.0,299.0,0.0,Mobile App,,,,Accessory Model 23,Accessory,299.0,Y,ลูกค้า 011,customer011@example.com,Chonburi,2024-06-14,PAY000191,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-17 11:42:00,299.0
ORD000192,2026-01-13 01:30:00,C0101,P039,1.0,1039.5,0.0,Web,,,,Notebook Model 39,Notebook,990.0,N,ลูกค้า 101,customer101@example.com,ภูเก็ต,2024-06-20,PAY000192,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-13 02:16:00,1039.5
ORD000193,2026-01-18 00:15:00,C0052,P005,2.0,299.0,0.1,Mobile App,,,,Smartphone Model 05,Smartphone,299.0,Y,ลูกค้า 052,customer052@example.com,ระยอง,2025-10-20,PAY000193,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-18 00:18:00,538.2
ORD000194,2026-01-22 00:46:00,C0113,P001,1.0,299.0,0.1,Marketplace,,,,Notebook Model 01,Notebook,299.0,Y,ลูกค้า 113,customer113@example.com,Rayong,2025-05-24,PAY000194,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-22 02:31:00,269.1
ORD000195,2026-01-11 22:27:00,C0094,P014,2.0,990.0,0.0,Mobile App,,,,Notebook Model 14,Notebook,990.0,Y,ลูกค้า 094,customer094@example.com,ขอนแก่น,2025-04-07,PAY000195,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-11 23:40:00,1980.0
ORD000196,2026-01-20 08:53:00,C0132,P007,1.0,25900.0,0.1,Web,,,,Notebook Model 07,Notebook,25900.0,Y,ลูกค้า 132,customer132@example.com,Chonburi,2025-02-04,PAY000196,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-20 10:07:00,23310.0
ORD000197,2026-01-06 22:25:00,C0099,P002,1.0,1415.5,0.05,Web,,,,Smartphone Model 02,Smartphone,1490.0,Y,ลูกค้า 099,customer099@example.com,ขอนเเก่น,2024-12-05,PAY000197,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-07 01:07:00,1344.725
ORD000198,2026-01-22 16:13:00,C0040,P012,4.0,990.0,0.1,Marketplace,,,,Accessory Model 12,Accessory,990.0,Y,ลูกค้า 040,customer040@example.com,กรุงเทพมหานคร,2025-05-29,PAY000198,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-22 17:18:00,3564.0
ORD000199,2026-01-21 10:46:00,C0161,P010,2.0,891.0,0.0,Mobile App,,,,Smart Home Model 10,Smart Home,990.0,Y,,,,,PAY000199,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-21 12:28:00,1782.0
ORD000200,2026-01-01 14:06:00,C0097,P004,2.0,1341.0,0.0,Mobile App,,,,Smart Home Model 04,Smart Home,1490.0,Y,ลูกค้า 097,customer097@example.com,Chiang Mai,2024-03-11,PAY000200,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-01 16:49:00,2682.0
ORD000201,2026-01-22 12:04:00,C0059,P022,4.0,449.1,0.0,Marketplace,,,,Accessory Model 22,Accessory,499.0,Y,ลูกค้า 059,customer059@example.com,Rayong,2024-11-06,PAY000201,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-22 14:32:00,1796.4
ORD000202,2026-01-04 08:21:00,C0019,P027,2.0,23310.0,0.05,Web,,,,Smartphone Model 27,Smartphone,25900.0,Y,ลูกค้า 019,customer019@example.com,Rayong,2025-01-23,PAY000202,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-04 10:23:00,44289.0
ORD000203,2026-01-12 15:24:00,C0083,P025,1.0,25900.0,0.0,Mobile App,,,,Accessory Model 25,Accessory,25900.0,Y,ลูกค้า 083,customer083@example.com,ขอนแก่น,2024-06-13,PAY000203,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-12 17:06:00,25900.0
ORD000204,2026-01-06 00:39:00,C0131,P036,2.0,313.95,0.0,Mobile App,,,,Notebook Model 36,Notebook,299.0,Y,ลูกค้า 131,customer131@example.com,ระยอง,2024-09-08,PAY000204,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-06 03:10:00,627.9
ORD000205,2026-01-17 13:52:00,C0160,P030,4.0,499.0,0.05,Web,,,,Smartphone Model 30,Smartphone,499.0,Y,ลูกค้า 160,customer160@example.com,Bangkok,2025-09-19,PAY000205,"{'method': 'Credit Card', 'status': 'FAILED'}",2026-01-17 15:25:00,1896.1999999999998
ORD000206,2026-01-06 21:44:00,C0008,P023,4.0,269.1,0.0,Web,,,,Accessory Model 23,Accessory,299.0,Y,ลูกค้า 008,customer008@example.com,ขอนแก่น,2025-05-27,PAY000206,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-06 23:55:00,1076.4
ORD000207,2026-01-11 04:13:00,C0052,P001,1.0,313.95,0.0,Marketplace,,,,Notebook Model 01,Notebook,299.0,Y,ลูกค้า 052,customer052@example.com,ระยอง,2025-10-20,PAY000207,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-11 05:29:00,313.95
ORD000208,2026-01-25 17:56:00,C0024,P037,4.0,23310.0,0.1,Web,,,,Smart Home Model 37,Smart Home,25900.0,Y,ลูกค้า 024,customer024@example.com,กรุงเทพมหานคร,2025-10-12,PAY000208,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-25 18:11:00,83916.0
ORD000209,2026-01-14 02:39:00,C0067,P006,1.0,284.05,0.0,Marketplace,,,,Accessory Model 06,Accessory,299.0,Y,ลูกค้า 067,customer067@example.com,ชลบุรี,2024-08-13,PAY000209,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-14 05:29:00,284.05
ORD000210,2026-01-26 09:51:00,C0013,P009,1.0,299.0,0.0,Mobile App,,,,Notebook Model 09,Notebook,299.0,Y,ลูกค้า 013,customer013@example.com,Chiang Mai,2024-04-18,PAY000210,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-26 11:17:00,299.0
ORD000211,2026-01-24 08:11:00,C0066,P022,2.0,499.0,0.05,Web,,,,Accessory Model 22,Accessory,499.0,Y,ลูกค้า 066,customer066@example.com,ระยอง,2025-11-17,PAY000211,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-24 08:30:00,948.0999999999999
ORD000212,2026-01-10 23:01:00,C0071,P001,2.0,284.05,0.1,Marketplace,,,,Notebook Model 01,Notebook,299.0,Y,ลูกค้า 071,customer071@example.com,ชลบุรี,2024-03-26,PAY000212,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-11 01:18:00,511.29
ORD000213,2026-01-17 11:40:00,C0025,P021,1.0,25900.0,0.0,Marketplace,,,,Smart Home Model 21,Smart Home,25900.0,Y,ลูกค้า 025,customer025@example.com,ชลบุรี,2024-11-26,PAY000213,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-17 13:48:00,25900.0
ORD000214,2026-01-09 14:42:00,C0014,P019,2.0,3990.0,0.0,Web,,,,Smartphone Model 19,Smartphone,3990.0,Y,ลูกค้า 014,customer014@example.com,ขอนเเก่น,2025-02-15,PAY000214,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-09 15:24:00,7980.0
ORD000215,2026-01-21 10:20:00,C0040,P036,2.0,299.0,0.05,Web,,,,Notebook Model 36,Notebook,299.0,Y,ลูกค้า 040,customer040@example.com,กรุงเทพมหานคร,2025-05-29,PAY000215,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-21 11:14:00,568.1
ORD000216,2026-01-28 05:31:00,C0024,P033,1.0,12255.0,0.0,Marketplace,,,,Smart Home Model 33,Smart Home,12900.0,Y,ลูกค้า 024,customer024@example.com,กรุงเทพมหานคร,2025-10-12,PAY000216,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-28 07:48:00,12255.0
ORD000217,2026-01-16 22:43:00,C0081,P028,1.0,284.05,0.05,Mobile App,,,,Smartphone Model 28,Smartphone,299.0,Y,ลูกค้า 081,customer081@example.com,ขอนแก่น,2025-02-21,PAY000217,"{'method': 'PromptPay', 'status': 'REFUNDED'}",2026-01-17 00:44:00,269.8475
ORD000218,2026-01-01 18:45:00,C0072,P020,3.0,474.05,0.1,Mobile App,,,,Smart Home Model 20,Smart Home,499.0,Y,ลูกค้า 072,customer072@example.com,เชียงใหม่,2024-04-28,PAY000218,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-01 20:07:00,1279.9350000000002
ORD000219,2026-01-10 09:38:00,C0081,P021,1.0,27195.0,0.0,Web,,,,Smart Home Model 21,Smart Home,25900.0,Y,ลูกค้า 081,customer081@example.com,ขอนแก่น,2025-02-21,PAY000219,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-10 12:03:00,27195.0
ORD000220,2026-01-12 20:20:00,C0135,P037,1.0,24605.0,0.0,Marketplace,,,,Smart Home Model 37,Smart Home,25900.0,Y,ลูกค้า 135,customer135@example.com,กรุงเทพมหานคร,2024-08-01,PAY000220,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-12 22:17:00,24605.0
ORD000221,2026-01-25 21:10:00,C0157,P008,4.0,523.95,0.05,Marketplace,,,,Accessory Model 08,Accessory,499.0,Y,ลูกค้า 157,customer157@example.com,ระยอง,2025-10-29,PAY000221,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-25 21:26:00,1991.01
ORD000222,2026-01-23 20:37:00,C0109,P027,1.0,24605.0,0.1,Mobile App,,,,Smartphone Model 27,Smartphone,25900.0,Y,ลูกค้า 109,customer109@example.com,กทม.,2025-01-07,PAY000222,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-23 22:07:00,22144.5
ORD000223,2026-01-17 01:11:00,C0051,P014,2.0,940.5,0.0,Marketplace,,,,Notebook Model 14,Notebook,990.0,Y,ลูกค้า 051, customer051@example.com ,Chiang Mai,2025-03-18,PAY000223,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-17 01:44:00,1881.0
ORD000224,2026-01-14 21:18:00,C0012,P031,1.0,1490.0,0.0,Web,,,,Smart Home Model 31,Smart Home,1490.0,Y,ลูกค้า 012,customer012@example.com,ขอนเเก่น,2025-11-17,PAY000224,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-14 22:01:00,1490.0
ORD000225,2026-01-16 05:19:00,C0135,P025,1.0,23310.0,0.05,Mobile App,,,,Accessory Model 25,Accessory,25900.0,Y,ลูกค้า 135,customer135@example.com,กรุงเทพมหานคร,2024-08-01,PAY000225,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-16 06:29:00,22144.5
ORD000226,2026-01-08 17:35:00,C0064,P003,3.0,23310.0,0.0,Mobile App,,,,Smartphone Model 03,Smartphone,25900.0,Y,ลูกค้า 064,customer064@example.com,ขอนแก่น,2025-09-12,PAY000226,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-08 18:59:00,69930.0
ORD000227,2026-01-02 17:13:00,C0007,P016,1.0,1490.0,0.0,Marketplace,,,,Accessory Model 16,Accessory,1490.0,Y,ลูกค้า 007,customer007@example.com,Bangkok,2025-09-27,PAY000227,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-02 19:15:00,1490.0
ORD000228,2026-01-17 20:14:00,C0053,P028,3.0,299.0,0.0,Web,,,,Smartphone Model 28,Smartphone,299.0,Y,ลูกค้า 053,customer053@example.com,ระยอง,2024-12-06,PAY000228,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-17 21:37:00,897.0
ORD000229,2026-01-08 13:18:00,C0008,P017,2.0,940.5,0.0,Mobile App,,,,Smartphone Model 17,Smartphone,990.0,Y,ลูกค้า 008,customer008@example.com,ขอนแก่น,2025-05-27,PAY000229,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-08 14:50:00,1881.0
ORD000230,2026-01-19 20:00:00,C0160,P015,4.0,299.0,0.1,Web,,,,Notebook Model 15,Notebook,299.0,Y,ลูกค้า 160,customer160@example.com,Bangkok,2025-09-19,PAY000230,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-19 20:18:00,1076.4
ORD000231,2026-01-11 10:24:00,C0033,P038,1.0,12900.0,0.0,Web,,,,Smartphone Model 38,Smartphone,12900.0,N,ลูกค้า 033,customer033@example.com,ระยอง,2024-11-11,PAY000231,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-11 10:38:00,12900.0
ORD000232,2026-01-08 03:01:00,C0004,P008,1.0,499.0,0.05,Marketplace,,,,Accessory Model 08,Accessory,499.0,Y,ลูกค้า 004,customer004@example.com,กรุงเทพมหานคร,2024-07-11,PAY000232,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-08 03:06:00,474.04999999999995
ORD000233,2026-01-18 08:14:00,C0085,P007,2.0,25900.0,0.0,Marketplace,,,,Notebook Model 07,Notebook,25900.0,Y,ลูกค้า 085, customer085@example.com ,Bangkok,2024-11-20,PAY000233,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-18 09:31:00,51800.0
ORD000234,2026-01-06 03:24:00,C0025,P026,2.0,12900.0,0.0,Marketplace,,,,Smart Home Model 26,Smart Home,12900.0,Y,ลูกค้า 025,customer025@example.com,ชลบุรี,2024-11-26,PAY000234,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-06 04:58:00,25800.0
ORD000235,2026-01-12 09:30:00,C0087,P030,3.0,499.0,0.0,Marketplace,,,,Smartphone Model 30,Smartphone,499.0,Y,ลูกค้า 087,,กรุงเทพมหานคร,2024-11-28,PAY000235,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-12 11:42:00,1497.0
ORD000236,2026-01-19 05:22:00,C0068,P027,1.0,23310.0,0.05,Marketplace,,,,Smartphone Model 27,Smartphone,25900.0,Y,ลูกค้า 068, customer068@example.com ,ขอนเเก่น,2024-09-06,PAY000236,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-19 05:28:00,22144.5
ORD000237,2026-01-17 04:02:00,C0020,P030,3.0,523.95,0.1,Web,,,,Smartphone Model 30,Smartphone,499.0,Y,ลูกค้า 020,customer020@example.com,ขอนแก่น,2025-10-31,PAY000237,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-17 04:13:00,1414.6650000000002
ORD000238,2026-01-10 23:15:00,C0140,P034,2.0,313.95,0.0,Marketplace,,,,Accessory Model 34,Accessory,299.0,Y,ลูกค้า 140,customer140@example.com,ภูเก็ต,2025-05-08,PAY000238,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-11 02:11:00,627.9
ORD000239,2026-01-27 08:24:00,C0044,P004,2.0,1490.0,0.0,Marketplace,,,,Smart Home Model 04,Smart Home,1490.0,Y,ลูกค้า 044,customer044@example.com,กรุงเทพมหานคร,2025-02-26,PAY000239,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-27 08:51:00,2980.0
ORD000240,2026-01-01 04:54:00,C0091,P018,1.0,3990.0,0.0,Mobile App,,,,Smartphone Model 18,Smartphone,3990.0,Y,ลูกค้า 091,customer091@example.com,ชลบุรี,2025-04-16,PAY000240,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-01 06:09:00,3990.0
ORD000241,2026-01-24 06:52:00,C0003,P026,3.0,12255.0,0.0,Web,,,,Smart Home Model 26,Smart Home,12900.0,Y,ลูกค้า 003,customer003@example.com,ขอนแก่น,2025-10-10,PAY000241,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-24 09:08:00,36765.0
ORD000242,2026-01-08 00:54:00,C0106,P016,2.0,1490.0,0.0,Web,,,,Accessory Model 16,Accessory,1490.0,Y,ลูกค้า 106,customer106@example.com,Phuket,2024-02-13,PAY000242,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-08 03:54:00,2980.0
ORD000243,2026-01-19 16:38:00,C0129,P013,3.0,499.0,0.1,Mobile App,,,,Smart Home Model 13,Smart Home,499.0,Y,ลูกค้า 129,customer129@example.com,กทม.,2025-06-03,PAY000243,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-19 17:52:00,1347.3
ORD000244,2026-01-16 14:15:00,C0153,P029,2.0,3990.0,0.05,Web,,,,Notebook Model 29,Notebook,3990.0,Y,ลูกค้า 153, customer153@example.com ,ขอนเเก่น,2024-03-20,PAY000244,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-16 16:05:00,7581.0
ORD000245,2026-01-11 05:18:00,C0058,P031,1.0,1415.5,0.1,Web,,,,Smart Home Model 31,Smart Home,1490.0,Y,ลูกค้า 058,,ระยอง,2025-07-15,PAY000245,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-11 06:59:00,1273.95
ORD000246,2026-01-12 03:50:00,C0107,P028,1.0,269.1,0.05,Mobile App,,,,Smartphone Model 28,Smartphone,299.0,Y,ลูกค้า 107,customer107@example.com,ระยอง,2024-09-27,PAY000246,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-12 06:31:00,255.645
ORD000247,2026-01-20 00:13:00,C0025,P029,2.0,4189.5,0.05,Web,,,,Notebook Model 29,Notebook,3990.0,Y,ลูกค้า 025,customer025@example.com,ชลบุรี,2024-11-26,PAY000247,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-20 01:03:00,7960.049999999999
ORD000248,2026-01-14 08:37:00,C0144,P009,1.0,284.05,0.0,Mobile App,,,,Notebook Model 09,Notebook,299.0,Y,ลูกค้า 144,customer144@example.com,ภูเก็ต,2025-04-02,PAY000248,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-14 08:56:00,284.05
ORD000249,2026-01-04 01:05:00,C0121,P008,3.0,499.0,0.0,Web,,,,Accessory Model 08,Accessory,499.0,Y,ลูกค้า 121,customer121@example.com,กรุงเทพมหานคร,2025-08-26,PAY000249,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-04 03:32:00,1497.0
ORD000250,2026-01-20 22:06:00,C0160,P039,3.0,891.0,0.05,Web,,,,Notebook Model 39,Notebook,990.0,N,ลูกค้า 160,customer160@example.com,Bangkok,2025-09-19,PAY000250,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-20 23:00:00,2539.35
ORD000251,2026-01-10 23:16:00,C0014,P010,3.0,891.0,0.1,Web,,,,Smart Home Model 10,Smart Home,990.0,Y,ลูกค้า 014,customer014@example.com,ขอนเเก่น,2025-02-15,PAY000251,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-11 00:28:00,2405.7000000000003
ORD000252,2026-01-12 07:49:00,C0068,P020,1.0,449.1,0.1,Web,,,,Smart Home Model 20,Smart Home,499.0,Y,ลูกค้า 068, customer068@example.com ,ขอนเเก่น,2024-09-06,PAY000252,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-12 08:17:00,404.19000000000005
ORD000253,2026-01-05 12:14:00,C0139,P029,4.0,3990.0,0.1,Marketplace,,,,Notebook Model 29,Notebook,3990.0,Y,ลูกค้า 139,customer139@example.com,ระยอง,2024-07-19,PAY000253,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-05 14:03:00,14364.0
ORD000254,2026-01-02 14:40:00,C0030,P012,2.0,990.0,0.0,Mobile App,,,,Accessory Model 12,Accessory,990.0,Y,ลูกค้า 030,customer030@example.com,ชลบุรี,2024-07-04,PAY000254,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-02 16:51:00,1980.0
ORD000255,2026-01-26 05:45:00,C0090,P010,2.0,940.5,0.0,Mobile App,,,,Smart Home Model 10,Smart Home,990.0,Y,ลูกค้า 090,customer090@example.com,เชียงใหม่,2024-09-18,PAY000255,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-26 08:04:00,1881.0
ORD000256,2026-01-07 08:04:00,C0056,P024,4.0,299.0,0.0,Mobile App,,,,Accessory Model 24,Accessory,299.0,Y,ลูกค้า 056,customer056@example.com,Chiang Mai,2024-02-21,PAY000256,"{'method': 'PromptPay', 'status': 'FAILED'}",2026-01-07 09:10:00,1196.0
ORD000257,2026-01-15 04:48:00,C0016,P014,1.0,990.0,0.05,Mobile App,,,,Notebook Model 14,Notebook,990.0,Y,ลูกค้า 016,customer016@example.com,Chonburi,2024-08-21,PAY000257,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-15 05:54:00,940.5
ORD000258,2026-01-02 00:35:00,C0050,P002,4.0,1490.0,0.0,Web,,,,Smartphone Model 02,Smartphone,1490.0,Y,ลูกค้า 050,customer050@example.com,Chiang Mai,2024-02-03,PAY000258,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-02 02:44:00,5960.0
ORD000259,2026-01-18 01:24:00,C0102,P039,3.0,1039.5,0.1,Marketplace,,,,Notebook Model 39,Notebook,990.0,N,ลูกค้า 102, customer102@example.com ,ระยอง,2025-09-03,PAY000259,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-18 02:01:00,2806.65
ORD000260,2026-01-06 12:56:00,C0151,P029,4.0,4189.5,0.1,Marketplace,,,,Notebook Model 29,Notebook,3990.0,Y,ลูกค้า 151,customer151@example.com,Chonburi,2024-10-15,PAY000260,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-06 14:03:00,15082.2
ORD000261,2026-01-19 00:17:00,C0037,P032,1.0,25900.0,0.0,Web,,,,Notebook Model 32,Notebook,25900.0,Y,ลูกค้า 037,customer037@example.com,ภูเก็ต,2025-07-06,PAY000261,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-19 03:05:00,25900.0
ORD000262,2026-01-24 01:10:00,C0049,P013,2.0,499.0,0.0,Marketplace,,,,Smart Home Model 13,Smart Home,499.0,Y,ลูกค้า 049,customer049@example.com,Rayong,2025-10-04,PAY000262,"{'method': 'PromptPay', 'status': 'FAILED'}",2026-01-24 01:14:00,998.0
ORD000263,2026-01-21 09:23:00,C0019,P019,2.0,3990.0,0.1,Mobile App,,,,Smartphone Model 19,Smartphone,3990.0,Y,ลูกค้า 019,customer019@example.com,Rayong,2025-01-23,PAY000263,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-21 12:13:00,7182.0
ORD000264,2026-01-15 23:38:00,C0110,P018,2.0,3990.0,0.1,Mobile App,,,,Smartphone Model 18,Smartphone,3990.0,Y,ลูกค้า 110,customer110@example.com,Chiang Mai,2025-11-25,PAY000264,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-16 01:52:00,7182.0
ORD000265,2026-01-25 21:34:00,C0116,P031,2.0,1490.0,0.05,Web,,,,Smart Home Model 31,Smart Home,1490.0,Y,ลูกค้า 116,,Rayong,2025-02-05,PAY000265,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-25 22:52:00,2831.0
ORD000266,2026-01-23 00:34:00,C0010,P037,2.0,24605.0,0.1,Mobile App,,,,Smart Home Model 37,Smart Home,25900.0,Y,ลูกค้า 010,customer010@example.com,ชลบุรี,2024-02-04,PAY000266,"{'method': 'Credit Card', 'status': 'REFUNDED'}",2026-01-23 02:58:00,44289.0
ORD000267,2026-01-04 08:54:00,C0164,P023,4.0,284.05,0.0,Marketplace,,,,Accessory Model 23,Accessory,299.0,Y,,,,,PAY000267,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-04 10:20:00,1136.2
ORD000268,2026-01-13 08:12:00,C0045,P018,3.0,3591.0,0.0,Mobile App,,,,Smartphone Model 18,Smartphone,3990.0,Y,ลูกค้า 045,customer045@example.com,Chiang Mai,2025-05-04,PAY000268,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-13 08:58:00,10773.0
ORD000269,2026-01-16 02:11:00,C0115,P012,4.0,1039.5,0.0,Marketplace,,,,Accessory Model 12,Accessory,990.0,Y,ลูกค้า 115,customer115@example.com,Rayong,2024-02-01,PAY000269,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-16 03:31:00,4158.0
ORD000270,2026-01-12 19:00:00,C0087,P030,3.0,449.1,0.05,Web,,,,Smartphone Model 30,Smartphone,499.0,Y,ลูกค้า 087,,กรุงเทพมหานคร,2024-11-28,PAY000270,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-12 19:18:00,1279.9350000000002
ORD000271,2026-01-07 11:25:00,C0091,P035,2.0,23310.0,0.0,Web,,,,Accessory Model 35,Accessory,25900.0,Y,ลูกค้า 091,customer091@example.com,ชลบุรี,2025-04-16,PAY000271,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-07 14:14:00,46620.0
ORD000272,2026-01-19 03:26:00,C0159,P038,1.0,13545.0,0.0,Mobile App,,,,Smartphone Model 38,Smartphone,12900.0,N,ลูกค้า 159,customer159@example.com,Phuket,2025-08-26,PAY000272,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-19 04:25:00,13545.0
ORD000273,2026-01-12 05:23:00,C0008,P005,1.0,269.1,0.0,Mobile App,,,,Smartphone Model 05,Smartphone,299.0,Y,ลูกค้า 008,customer008@example.com,ขอนแก่น,2025-05-27,PAY000273,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-12 06:20:00,269.1
ORD000274,2026-01-10 19:46:00,C0157,P028,2.0,299.0,0.0,Web,,,,Smartphone Model 28,Smartphone,299.0,Y,ลูกค้า 157,customer157@example.com,ระยอง,2025-10-29,PAY000274,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-10 22:12:00,598.0
ORD000275,2026-01-28 07:37:00,C0031,P032,1.0,23310.0,0.0,Mobile App,,,,Notebook Model 32,Notebook,25900.0,Y,ลูกค้า 031,customer031@example.com,Bangkok,2025-07-21,PAY000275,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-28 08:56:00,23310.0
ORD000276,2026-01-17 00:45:00,C0163,P013,1.0,523.95,0.1,Marketplace,,,,Smart Home Model 13,Smart Home,499.0,Y,,,,,PAY000276,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-17 02:25:00,471.55500000000006
